Date,VIX_VIX3M_Ratio,VIX_Close,SPX_Close,Skew,RF_Rate,Bid_Ask_Spread,SPX_Ret,realized_var,implied_var,vrp,Daily_RF
2005-02-02,0.9441295546558705,11.66,1773.63,121.2,2.505,0.00016781339150860898,0.0032981150463634906,0.010222514302504577,0.01359556,0.0033730456974954224,9.94047619047619e-05
2005-02-03,0.9431999999999999,11.79,1769.26,118.52,2.484,0.000839771582129613,-0.00246691385631265,0.00861103937087918,0.013900409999999998,0.005289370629120818,9.857142857142858e-05
2005-02-04,0.9196062346185399,11.21,1788.82,123.18,2.483,0.000748720935069285,0.010994804525663896,0.009800866110946289,0.012566410000000002,0.002765543889053713,9.853174603174603e-05
2005-02-07,0.9354066985645934,11.73,1786.92,119.47,2.494,0.00033311125916049333,-0.0010627171879479193,0.009726175952597607,0.01375929,0.004033114047402394,9.896825396825398e-05
2005-02-08,0.9523809523809523,11.6,1788.16,120.75,2.515,0.00033264033264026645,0.000693690798373542,0.009672131524304123,0.013455999999999997,0.0037838684756958743,9.980158730158732e-05
2005-02-09,0.9592326139088729,12.0,1773.28,118.59,2.515,0.00041884816753936225,-0.008356219161144783,0.010528044064204581,0.0144,0.0038719559357954184,9.980158730158732e-05
2005-02-10,0.9380603096984516,11.51,1780.8,119.71,2.515,0.0013357822674903706,0.004231762493937508,0.010193947988904991,0.01324801,0.0030540620110950083,9.980158730158732e-05
2005-02-11,0.9556856187290969,11.43,1793.54,123.73,2.545,0.0009099557430615828,0.007128618962320587,0.010569592985001503,0.01306449,0.0024948970149984966,0.00010099206349206349
2005-02-14,0.9592006661115736,11.52,1794.98,118.9,2.535,0.0003314550878356501,0.0008025593154237103,0.009391747613825574,0.01327104,0.0038792923861744252,0.0001005952380952381
2005-02-15,0.967381974248927,11.27,1801.06,121.3,2.577,0.001402466691416093,0.0033815006471021457,0.009160778102284281,0.012701289999999999,0.0035405118977157174,0.00010226190476190476
2005-02-16,0.9635416666666666,11.1,1801.59,122.1,2.577,8.249123530629091e-05,0.00029422786217013063,0.008195812901970885,0.012321,0.004125187098029115,0.00010226190476190476
2005-02-17,0.9663382594417077,11.77,1787.41,123.75,2.576,0.0016632016632015688,-0.007901963658069874,0.007823711599855973,0.013853289999999999,0.006029578400144026,0.00010222222222222223
2005-02-18,0.9216817807089859,11.18,1788.65,127.87,2.596,0.0009138110072690645,0.0006935006961278411,0.006864889519478592,0.01249924,0.005634350480521408,0.00010301587301587301
2005-02-22,0.9969650986342945,13.14,1762.76,124.5,2.627,0.0004213187276174186,-0.014580382809105083,0.00921683965826579,0.017265960000000004,0.008049120341734214,0.00010424603174603174
2005-02-23,0.9649532710280374,12.39,1772.76,126.82,2.679,0.0002511195747708629,0.005656891584267322,0.009241185310687692,0.015351210000000002,0.006110024689312311,0.0001063095238095238
2005-02-24,0.9437194127243067,11.57,1787.34,125.33,2.689,0.0008321544478654766,0.008190826950832227,0.009750064117547757,0.01338649,0.003636425882452242,0.00010670634920634921
2005-02-25,0.9671717171717171,11.49,1804.17,126.89,2.73,0.00041184465219728486,0.009372171143637394,0.010389434069564406,0.01320201,0.0028125759304355943,0.00010833333333333334
2005-02-28,0.9572107765451665,12.08,1792.63,119.82,2.75,0.0004973887092763183,-0.006416836964726408,0.011154365077719644,0.01459264,0.003438274922280356,0.00010912698412698413
2005-03-01,0.9540412044374009,12.04,1802.79,118.15,2.751,0.0010738033287902818,0.005651649622846206,0.011162010396355357,0.014496159999999998,0.003334149603644641,0.00010916666666666666
2005-03-02,0.9484066767830046,12.5,1802.92,116.6,2.731,0.0007429113871806795,7.21078511896977e-05,0.010576645539227075,0.015625,0.005048354460772925,0.00010837301587301586
2005-03-03,0.9788039364118092,12.93,1803.51,122.87,2.741,0.0007422986514908112,0.00032719337697587004,0.010165506129270377,0.01671849,0.006552983870729622,0.00010876984126984127
2005-03-04,0.9491255961844197,11.94,1820.88,121.98,2.75,0.000407249032783524,0.009585134595657248,0.011011432336827389,0.014256359999999997,0.0032449276631726087,0.00010912698412698413
2005-03-07,0.9615686274509804,12.26,1825.7,123.86,2.73,0.00040764746647108856,0.0026435744215354364,0.01084590209862345,0.01503076,0.00418485790137655,0.00010833333333333334
2005-03-08,0.9634809634809636,12.4,1817.12,127.25,2.751,0.0004905166775669397,-0.004710644976128512,0.010046162298305924,0.015375999999999999,0.005329837701694075,0.00010916666666666666
2005-03-09,0.9442379182156134,12.7,1798.79,115.85,2.751,0.0004955810688030732,-0.010138613523966646,0.01144863518151469,0.016129,0.00468036481848531,0.00010916666666666666
2005-03-10,0.9307004470938898,12.49,1802.2,118.5,2.73,0.002723558783477063,0.0018939241815674915,0.011477367460024564,0.01560001,0.004122642539975435,0.00010833333333333334
2005-03-11,0.9295570079883806,12.8,1789.01,114.64,2.761,0.0007481607714369127,-0.0073457465929156855,0.011267354649736046,0.016384,0.005116645350263953,0.00010956349206349208
2005-03-14,0.9137168141592921,12.39,1799.14,113.03,2.771,0.0004126263668248166,0.00564637872628715,0.011427231836796727,0.015351210000000002,0.003923978163203275,0.00010996031746031746
2005-03-15,0.9372772630078404,13.15,1785.61,115.41,2.793,0.0006661115736885787,-0.007548679404575688,0.011556123001830407,0.017292250000000002,0.005736126998169595,0.00011083333333333333
2005-03-16,0.9394150417827298,13.49,1771.35,112.82,2.792,0.0008385744234800362,-0.008018125814332498,0.012264479186405275,0.018198009999999997,0.005933530813594722,0.00011079365079365078
2005-03-17,0.9022403258655803,13.29,1774.55,115.02,2.782,0.0025931657534819714,0.0018049019254418259,0.012134887617716876,0.017662409999999996,0.00552752238228312,0.0001103968253968254
2005-03-18,0.9055823569951758,13.14,1773.72,121.75,2.802,0.0001686482840036767,-0.00046783362886047483,0.012122645848816999,0.017265960000000004,0.005143314151183005,0.0001111904761904762
2005-03-21,0.918353576248313,13.61,1764.98,117.72,2.812,0.0007620337834977639,-0.004939677153545096,0.011693489451479754,0.01852321,0.006829720548520244,0.00011158730158730159
2005-03-22,0.9532398129592518,14.27,1747.03,117.15,2.864,0.0003420850081245724,-0.010222155576458839,0.012767128457758653,0.02036329,0.007596161542241346,0.00011365079365079364
2005-03-23,0.9335989375830013,14.06,1748.28,116.35,2.823,0.0006830017928796917,0.0007152441719270079,0.010386740504693017,0.019768360000000002,0.009381619495306985,0.00011202380952380951
2005-03-24,0.8982597054886212,13.42,1746.62,119.08,2.833,0.0004268214605830138,-0.0009499557210989473,0.009903320933760777,0.018009639999999997,0.00810631906623922,0.00011242063492063492
2005-03-28,0.916055962691539,13.75,1750.89,114.21,2.832,0.00025567818638940756,0.0024417383347061163,0.009010798091289905,0.018906250000000003,0.009895451908710098,0.00011238095238095237
2005-03-29,0.9539170506912443,14.49,1737.94,117.21,2.834,0.00025723472668811264,-0.007423726277673476,0.008013910436335755,0.02099601,0.012982099563664244,0.00011246031746031746
2005-03-30,0.9400413507925569,13.64,1762.09,117.36,2.823,0.0007612603087332561,0.013800100721924178,0.010556779448546213,0.018604959999999997,0.008048180551453784,0.00011202380952380951
2005-03-31,0.9589603283173734,14.02,1760.89,118.51,2.772,0.0015247776365947211,-0.0006812414753468905,0.01000552198570539,0.019656039999999996,0.009650518014294606,0.00010999999999999999
2005-04-01,0.9380825565912118,14.09,1749.45,116.28,2.781,0.0010228435049436614,-0.006517910231247122,0.010328721362531663,0.01985281,0.009524088637468335,0.00011035714285714286
2005-04-04,0.9406666666666667,14.11,1754.43,117.6,2.74,0.0003397604688695002,0.002842565015509988,0.010516260118630223,0.01990921,0.009392949881369777,0.00010873015873015873
2005-04-05,0.9454042847270213,13.68,1762.32,118.07,2.782,0.0007617757839942733,0.004487104990786127,0.009427943288613357,0.01871424,0.009286296711386643,0.0001103968253968254
2005-04-06,0.9339488636363636,13.15,1766.69,115.82,2.761,0.0007588212975844476,0.002476616520589779,0.009410606194175521,0.017292250000000002,0.00788164380582448,0.00010956349206349208
2005-04-07,0.9019751280175567,12.33,1777.35,115.81,2.761,0.0003356267830173372,0.006015751598804129,0.009940869775479356,0.015202890000000002,0.005262020224520646,0.00010956349206349208
2005-04-08,0.9098774333093006,12.62,1762.52,114.01,2.771,0.0005095108695652367,-0.008378887791086973,0.009575161558866528,0.015926439999999993,0.006351278441133465,0.00010996031746031746
2005-04-11,0.8587813620071685,11.98,1762.56,112.55,2.75,0.0011005291005290621,2.2694520409021388e-05,0.009482132123254626,0.014352040000000002,0.004869907876745376,0.00010912698412698413
2005-04-12,0.8327192336035373,11.3,1772.44,111.18,2.762,0.0005891512014475713,0.005589830679507966,0.009440778698323223,0.012769,0.0033282213016767783,0.0001096031746031746
2005-04-13,0.9147766323024055,13.31,1751.77,121.01,2.772,0.0004260576882109596,-0.01173042299994638,0.010397659354445072,0.01771561,0.007317950645554927,0.00010999999999999999
2005-04-14,0.9356084996780425,14.53,1734.25,115.82,2.772,0.0013830063099662597,-0.010051662074331688,0.010868830904023073,0.021112089999999997,0.010243259095976924,0.00010999999999999999
2005-04-15,1.028405797101449,17.74,1705.26,120.41,2.781,0.00078847080467829,-0.016857451504996887,0.013282909253149577,0.03147075999999999,0.018187850746850417,0.00011035714285714286
2005-04-18,1.0006042296072506,16.56,1710.27,117.85,2.873,0.0008716116098665939,0.0029336610090719487,0.013401042795660158,0.02742336,0.014022317204339843,0.00011400793650793652
2005-04-19,0.9726918075422627,14.96,1720.43,121.86,2.906,0.0006910850034554104,0.005923006793220433,0.014098765469238604,0.022380160000000003,0.0082813945307614,0.00011531746031746033
2005-04-20,1.0119617224880384,16.92,1697.74,119.97,2.864,0.001141502392764716,-0.01327630473487854,0.01566533169933386,0.028628640000000007,0.012963308300666148,0.00011365079365079364
2005-04-21,0.96906523201076,14.41,1731.27,122.8,2.885,0.0005178216967291126,0.01955728838766354,0.020023990839483582,0.02076481,0.0007408191605164198,0.00011448412698412697
2005-04-22,0.990979381443299,15.38,1719.66,120.59,2.915,0.0006059819071115715,-0.006728646366760062,0.02047381160617467,0.023654440000000006,0.0031806283938253348,0.00011567460317460316
2005-04-25,0.9580602883355177,14.62,1734.56,121.68,2.884,0.001031459515214067,0.008627182064250363,0.0215348989985618,0.021374439999999998,-0.00016045899856180143,0.00011444444444444444
2005-04-26,0.966299416720674,14.91,1719.09,118.98,2.906,0.0010419380046887605,-0.008958697879718655,0.022298260500995492,0.022230810000000004,-6.74505009954883e-05,0.00011531746031746033
2005-04-27,0.9706266318537858,14.87,1726.21,123.91,2.875,0.0003457515774915035,0.0041331728070010945,0.021993156812604206,0.02211169,0.00011853318739579385,0.0001140873015873016
2005-04-28,1.0150511739915713,16.86,1707.13,117.28,2.874,0.0003502013657852569,-0.011114655945034638,0.020575204241441814,0.02842596,0.007850755758558186,0.00011404761904761905
2005-04-29,0.9745385105028644,15.31,1727.49,116.12,2.894,0.0006045688128858936,0.011855890017829409,0.022722848724993347,0.023439610000000003,0.0007167612750066561,0.00011484126984126985
2005-05-02,0.9754838709677419,15.12,1735.43,119.44,2.884,0.0006016588594266464,0.004585733377699032,0.022633711290429563,0.02286144,0.0002277287095704371,0.00011444444444444444
2005-05-03,0.959075907590759,14.53,1733.95,118.29,2.906,0.0002573009134182524,-0.0008531784294461922,0.022497193503131712,0.021112089999999997,-0.0013851035031317155,0.00011531746031746033
2005-05-04,0.9525447042640991,13.85,1755.92,120.47,2.844,0.00034048348655095554,0.012590893209388955,0.02431577170275308,0.019182249999999994,-0.005133521702753087,0.00011285714285714286
2005-05-05,0.9769392033542977,13.98,1751.47,122.82,2.792,0.0006810249425385059,-0.0025375007556971223,0.024282642662285723,0.019544040000000002,-0.004738602662285721,0.00011079365079365078
2005-05-06,0.9729916897506926,14.05,1749.65,119.54,2.863,0.0007687379884689593,-0.0010396674001106616,0.02373715522041469,0.019740250000000004,-0.003996905220414685,0.00011361111111111111
2005-05-09,0.9835479256080114,13.75,1760.87,119.57,2.853,8.489324674214445e-05,0.006392237164137768,0.023514920613637715,0.018906250000000003,-0.004608670613637712,0.00011321428571428573
2005-05-10,0.9920159680638723,14.91,1742.06,117.85,2.895,0.0004285775511078486,-0.010739684090963236,0.024886615081678,0.022230810000000004,-0.002655805081677995,0.00011488095238095238
2005-05-11,0.9724091520861373,14.45,1750.26,120.91,2.864,0.0012792631444287364,0.004696027322422304,0.024757749315865354,0.020880249999999996,-0.0038774993158653577,0.00011365079365079364
2005-05-12,0.9811320754716982,16.12,1732.89,117.85,2.874,0.0006884681583476618,-0.00997381335437768,0.024302056654319462,0.025985440000000002,0.0016833833456805398,0.00011404761904761905
2005-05-13,0.9702734839476813,16.32,1725.15,118.22,2.812,0.0020739716557207836,-0.004476531749411656,0.02333534625016104,0.026634240000000003,0.0032988937498389624,0.00011158730158730159
2005-05-16,0.9843063402385436,15.68,1742.74,125.22,2.801,0.00017129153819797895,0.010144584085677753,0.020784461172981737,0.02458624,0.0038017788270182616,0.00011115079365079365
2005-05-17,0.9554098360655738,14.57,1755.1,122.02,2.875,0.0009354139206598872,0.007067248041266402,0.02118724660359659,0.02122849,4.124339640340993e-05,0.0001140873015873016
2005-05-18,0.9571629213483146,13.63,1773.01,125.16,2.854,0.0002525784045464208,0.010152831882582166,0.02190195242183603,0.01857769,-0.0033242624218360294,0.00011325396825396825
2005-05-19,0.958963282937365,13.32,1781.28,127.39,2.864,0.0005867806697681644,0.004653539764170494,0.01911332308805797,0.017742240000000003,-0.0013710830880579658,0.00011365079365079364
2005-05-20,0.9305949008498584,13.14,1778.59,128.09,2.884,0.0007550018875047474,-0.0015112914303034013,0.015270843781431929,0.017265960000000004,0.001995116218568075,0.00011444444444444444
2005-05-23,0.9571322985957132,12.95,1785.46,131.23,2.904,0.0006682816807284127,0.0038551695451429346,0.014477958225251887,0.01677025,0.002292291774748113,0.00011523809523809524
2005-05-24,0.9317180616740088,12.69,1785.8,130.79,2.947,0.0006697362913352725,0.0001904089878794267,0.0138780671687332,0.016103609999999997,0.002225542831266797,0.00011694444444444445
2005-05-25,0.9202633504023409,12.58,1779.81,128.6,2.936,0.00025118265165153543,-0.003359877067306097,0.01279464721953144,0.01582564,0.0030309927804685593,0.00011650793650793651
2005-05-26,0.9230769230769231,12.24,1791.41,129.17,2.926,0.0003334166875051433,0.006496402235896361,0.013009372288935072,0.014981760000000002,0.00197238771106493,0.00011611111111111112
2005-05-27,0.9053651266766021,12.15,1793.34,125.92,2.945,0.00024924188925353,0.0010767837012232234,0.010835860818821092,0.01476225,0.0039263891811789076,0.00011686507936507935
2005-05-31,0.9513242662848961,13.29,1782.46,120.56,2.945,0.00025099351600084614,-0.00608537030897472,0.010398921904256592,0.017662409999999996,0.007263488095743405,0.00011686507936507935
2005-06-01,0.906158357771261,12.36,1799.15,127.65,2.977,0.0012444518189737893,0.00931989848605221,0.011036995180708473,0.015276959999999997,0.004239964819291524,0.00011813492063492062
2005-06-02,0.8842419716206124,11.84,1802.19,127.81,2.977,0.0004140615295432666,0.0016882608818144882,0.010949890508610009,0.014018560000000001,0.0030686694913899925,0.00011813492063492062
2005-06-03,0.888807607900512,12.15,1789.83,123.59,2.997,0.0002497190660507024,-0.006881948754192264,0.010223636334353392,0.01476225,0.004538613665646608,0.00011892857142857142
2005-06-06,0.8853640951694304,12.28,1792.14,122.68,2.986,0.0003330835206928658,0.0012897932256478555,0.010066829268154474,0.015079839999999999,0.005013010731845525,0.0001184920634920635
2005-06-07,0.8984771573604062,12.39,1791.89,118.38,3.009,0.0006655020380999775,-0.000139507761042973,0.010028173078867256,0.015351210000000002,0.005323036921132746,0.0001194047619047619
2005-06-08,0.9052031361368496,12.7,1788.3,121.36,3.008,0.0007506568247216599,-0.0020054808282433906,0.0097620866172394,0.016129,0.006366913382760601,0.00011936507936507936
2005-06-09,0.8817518248175183,12.08,1797.72,118.89,2.987,8.30323410967817e-05,0.005253747423300347,0.008206440842560725,0.01459264,0.0063861991574392755,0.00011853174603174603
2005-06-10,0.8641618497109828,11.96,1793.51,118.48,2.997,0.00041605991262739464,-0.0023446016705060526,0.0082338197969705,0.014304160000000003,0.006070340203029503,0.00011892857142857142
2005-06-13,0.8485069191551348,11.65,1798.07,117.06,2.997,0.000165892501658892,0.0025392737737743097,0.0066011704319540255,0.013572250000000001,0.0069710795680459755,0.00011892857142857142
2005-06-14,0.8739807264640473,11.79,1802.73,120.13,2.998,0.0006621420294653063,0.002588315153071908,0.006090110454946172,0.013900409999999998,0.0078102995450538264,0.00011896825396825398
2005-06-15,0.8565022421524664,11.46,1806.78,118.55,2.988,0.00016523463317908148,0.002244072851774195,0.005236447820916647,0.013133160000000001,0.007896712179083354,0.00011857142857142858
2005-06-16,0.8596761757902852,11.15,1813.35,119.11,2.957,0.00016470394465944183,0.0036297078907055534,0.004914903865959329,0.01243225,0.007517346134040671,0.00011734126984126984
2005-06-17,0.8851195065535852,11.48,1822.35,119.51,2.976,0.00041164121351827405,0.004950913652750142,0.00411251738873616,0.01317904,0.009066522611263839,0.00011809523809523809
